Census year,Occupation,Total Weight,multirace,aian,white,hispanic,asian,black
1950,bailiff,20117.0,0.0,0.0,0.9638117015459562,0.023214196947855047,0.0,0.012974101506188796
2007,cashier,4884835.0,0.02029075700612201,0.009791732985863392,0.5827091396126993,0.15468669873189167,0.05670938731809774,0.1758122843453259
1990,laborer,7676001.0,0.0009455444312735238,0.010893172108758193,0.6805483740817647,0.15043327899514344,0.015468471147932367,0.14171115923512778
2009,cook,5365084.0,0.019843864513584504,0.00861924995023377,0.5276457926846998,0.22886463660214826,0.0562276378151768,0.15879881843415686
1880,plasterer,25290.92000000008,0.0,0.0,0.9215406161578941,0.002755138998502221,0.0,0.07570424484360375
2000,bankteller,528150.0,0.017368171920855817,0.00413140206380763,0.7295616775537253,0.09739846634478841,0.05343557701410584,0.09810470510271703
1980,artist,180120.0,0.0013324450366422385,0.0071063735287586055,0.9012880302020875,0.03564290473017988,0.02143015767266267,0.03320008882966911
1920,cashier,84521.79000000001,0.0,0.0,0.9892043223410202,0.004782198767915349,0.0023963051421414527,0.0036171737489232064
2001,photographer,215623.0,0.02695445291086758,0.006733975503540902,0.8242812686958256,0.08125756528756209,0.01828190870176187,0.04249082890044197
2000,setter,143377.0,0.012059116873696618,0.003843015267441779,0.8959875014821066,0.04199418316745364,0.01205214225433647,0.03406404095496488
2003,upholsterer,68430.0,0.008519655122022504,0.001972818939061815,0.5870378488966828,0.28204004091772616,0.010185591115008037,0.11024404500949876
1870,author,511.65999999999997,0.0,0.0,1.0,0.0,0.0,0.0
1960,plasterer,60120.0,0.0006653359946773121,0.0013306719893546241,0.7854291417165669,0.042248835662009314,0.001996007984031936,0.16833000665335995
1960,artist,130740.0,0.0007648768548263729,0.0004589261128958238,0.9499770536943553,0.02065167508031207,0.008719596145020651,0.019427872112589874
2011,draftsperson,210302.0,0.013114473471483866,0.005967608486842731,0.7675675932706298,0.11248585367709295,0.0603180188490837,0.04054645224486691
1880,conductor,19636.919999999987,0.0,0.0,0.9964047314955706,0.002039525546776176,0.0,0.001555742957653238
2005,paperhanger,13017.0,0.0,0.017438733963278788,0.8683260351847584,0.07159867865099485,0.035338403626027505,0.007298148574940462
2015,physician,979939.0,0.02026758808456445,0.0014235579969773629,0.6731133264417479,0.06607656190844532,0.19595097245848977,0.0431679931097752
1860,therapist,312.64,0.0,0.0,0.6877878710337769,0.0,0.0,0.31221212896622313
2014,engineer,3309479.0,0.018266621422888617,0.002721576417315233,0.7409942773469782,0.06418351649912267,0.11754418142553556,0.056289826888159734
2001,mason,224052.0,0.0060744827093710384,0.006851088140253155,0.6661176869655259,0.22050238337528788,0.004168675128987913,0.09628568368057415
2006,painter,254818.0,0.013966831228563131,0.0031002519445251123,0.593211625552355,0.2598913734508551,0.017377108367540754,0.11245280945616087
1910,attendant,44333.0,0.0,0.0068120812938443145,0.884803645140189,0.015789592402950397,0.0,0.09259468116301627
2008,author,232956.0,0.01494273596730713,0.0058165490478888715,0.8585312247806453,0.03610123800202614,0.02924586617215268,0.05536238602997991
2007,fireperson,423384.0,0.014795079644011111,0.01686176142697882,0.7924744440035524,0.07748521436804413,0.013441698316421972,0.08494180224099163
2012,shoemaker,227009.0,0.0198009770537732,0.003621001810500905,0.5552995696205877,0.36001656321996045,0.014488412353695228,0.0467734759414825
2000,proprietor,18425081.0,0.01492291947047614,0.005082365716601192,0.8033044196657806,0.07240988519941921,0.03756021479634201,0.06672019515138088
2015,doctor,979939.0,0.02026758808456445,0.0014235579969773629,0.6731133264417479,0.06607656190844532,0.19595097245848977,0.0431679931097752
2008,therapist,717424.0,0.010615758603001851,0.002723633444100002,0.8142200428198666,0.049212181359976806,0.054861560248890474,0.06836682352416423
2003,porter,79292.0,0.015638399838571355,0.002030469656459668,0.49904151742924885,0.2295691873076729,0.07027190637138678,0.18344851939666046
1970,scientist,484200.0,0.0018587360594795538,0.0016522098306484924,0.9097480380008262,0.026228831061544815,0.02973977695167286,0.03077240809582817
2008,bartender,502597.0,0.02384813279824591,0.006669359347548831,0.813100754680191,0.09637144670581002,0.022465315153094825,0.03754499131510932
2011,welder,714507.0,0.012247605691756694,0.011644392567182686,0.671458782069315,0.1998328917701296,0.0264000212734095,0.07841630662820658
2014,driver,5473325.0,0.01583169280099391,0.00576559952131474,0.619891930407933,0.16628648947394864,0.030202664742181397,0.16202162305362827
1880,tradesperson,761236.2800000072,0.0,0.0002522738406529944,0.9630784807050976,0.0034255592757612323,0.00027129552995030403,0.03297239064853787
1970,bartender,506400.0,0.0005924170616113745,0.001382306477093207,0.9135071090047393,0.034557661927330174,0.009478672985781991,0.04048183254344392
2003,athlete,284021.0,0.023779931765608883,0.00287654786089761,0.7824139764313203,0.06486492195999592,0.025976952408448672,0.10008766957372871
2010,millwright,64281.0,0.009116224078654657,0.006922729889080755,0.9172228185622501,0.03279351596894883,0.0010267419610771457,0.03291796953998849
2015,laborer,8555210.0,0.017358662148562104,0.007909916881058443,0.5147714667436568,0.3148631068085997,0.021897767559183233,0.12319907985893976
1880,lumberjack,11622.250000000004,0.0,0.0,0.9693527501129299,0.003899417066402804,0.0,0.026747832820667238
1880,clergy,74727.14999999989,0.0,0.0002673727018894743,0.8964392459768636,0.002970406338258589,0.0012478730956553292,0.09907510188733297
1900,inspector,30933.150000000012,0.0,0.0,0.9878906609899089,0.003176204169313502,0.0,0.00893313484077761
2015,conservationist,46974.0,0.014816707114574019,0.009728786137011964,0.8195810448333121,0.10005534976795674,0.01021841869970622,0.045599693447439006
2003,bankteller,543160.0,0.015001104646881213,0.0034593858163340452,0.7312762353634288,0.12600338758376906,0.04823256499005818,0.07602732159952869
1910,salesperson,157970.0,0.0,0.0,0.9904792049123251,0.0031714882572640374,0.0,0.006349306830410837
1970,sailor,80300.0,0.0049813200498132005,0.0037359900373599006,0.7945205479452054,0.0821917808219178,0.0224159402241594,0.0921544209215442
2002,cook,4234632.0,0.019605481656965705,0.0070055674259298095,0.5570573783034748,0.20971668848674455,0.050797094056815324,0.15581779007006985
2011,gardener,1900070.0,0.013762650849705536,0.00639923792281337,0.5123790176151405,0.35720420826601124,0.011938507528669996,0.09831637781765935
1960,stereotyper,9900.0,0.0,0.0,0.9838383838383838,0.010101010101010102,0.0,0.006060606060606061
1850,athlete,104.87,0.0,0.0,1.0,0.0,0.0,0.0
1980,judge,566600.0,0.0008471584892340275,0.002682668549241087,0.9404165195905401,0.01969643487469114,0.008048005647723261,0.02830921284857042
1950,veterinarian,17947.0,0.0,0.0,0.9633922103972808,0.012871231960773388,0.0,0.023736557641945728
1920,musician,122727.34000000003,0.0,0.0008580810111259641,0.9408378768740527,0.01967890773156168,0.0007798588317810846,0.037845275551478576
1910,surgeon,140010.0,0.0,0.0007213770444968216,0.9777730162131276,0.0014284693950432112,0.0028640811370616386,0.017213056210270694
1920,pharmacist,72940.63999999994,0.0,0.0,0.9837297835609888,0.002711794138356891,0.004017787614696008,0.009540634685958345
1970,painter,353600.0,0.0002828054298642534,0.003110859728506787,0.7898755656108597,0.06985294117647059,0.004524886877828055,0.1323529411764706
2003,soldier,712263.0,0.018722017007762583,0.0046527757303131,0.6964758803981114,0.08510339579621573,0.03593616402929817,0.15910976703829904
2014,conductor,60484.0,0.007737583493155215,0.0034719925930824683,0.7683519608491501,0.06815025461279016,0.010845843528867138,0.14144236492295484
2005,inspector,312840.0,0.013348676639815881,0.006223628691983122,0.7627413374248817,0.08155926352128884,0.034253931722286156,0.10187316199974428
2015,proprietor,22543230.0,0.017080649046299044,0.004640328825993436,0.7328997220007958,0.11039079138171416,0.059002370112889765,0.0759861386323078
1960,shoemaker,42800.0,0.0009345794392523365,0.003738317757009346,0.8429906542056075,0.03551401869158879,0.002336448598130841,0.11448598130841121
2004,clerk,747634.0,0.02042175716995214,0.008137671641471628,0.5938480593445455,0.20581594737532,0.03759593597936958,0.13418062848934104
1870,clergy,51905.68999999997,0.0,0.0,0.9586299690843143,0.0040303866493249605,0.0,0.03733964426636081
2011,shoemaker,231039.0,0.018711126692896006,0.006185102947987136,0.5183583723960024,0.3905747514488896,0.022727764576543356,0.04344288193768152
2010,boilermaker,30655.0,0.01908334692546077,0.014320665470559452,0.7419996737889415,0.10875876692219866,0.009753710650791062,0.1060838362420486
1850,painter,2695.1099999999997,0.0,0.0,1.0,0.0,0.0,0.0
2014,plasterer,36511.0,0.006737695489030703,0.010873435403029224,0.30168990167346826,0.5772233025663499,0.01536523239571636,0.08811043247240558
1980,surveyor,101380.0,0.00019727756954034326,0.011244821463799567,0.9084632077332807,0.03689090550404419,0.009272045768396133,0.03393174196093904
2014,clerical,13990581.0,0.02173340764046897,0.005678391769434021,0.6244759956716593,0.15552377703256212,0.047386309403447936,0.14520211848242756
1930,police,174000.42000000112,0.0,0.00204401805466905,0.9823565368405434,0.005222228773930512,0.002213327990817479,0.008163888340039584
2015,guard,1942441.0,0.02290622984173007,0.009693473315277016,0.5181176674092032,0.15212508385068066,0.03093736180403935,0.26622018377906975
1880,toolmaker,1265.1000000000001,0.0,0.0,0.9836376571022053,0.007841277369377914,0.0,0.008521065528416725
1980,clerk,593420.0,0.000640355903070338,0.0041117589565569075,0.7650904923999865,0.08381921741768056,0.011998247447002123,0.13433992787570354
1860,cabinetmaker,35785.140000000014,0.0,0.0,0.9917158351203881,0.002790543784375301,0.0,0.005493621095236736
2010,mechanic,12585193.0,0.013967445711797984,0.005595464447783995,0.6085254314335903,0.2059311287478865,0.04469689102105943,0.12128363863788183
1900,plumber,90527.72999999738,0.0,0.0,0.9840992367752949,0.002394073064684227,0.0,0.013506690160020969
2009,photographer,253396.0,0.022616773745441916,0.0029676869405989045,0.7668313627681573,0.09930701352823249,0.04367472256862776,0.06460244044894158
1860,operator,3963.7999999999997,0.0,0.0,1.0,0.0,0.0,0.0
1960,midwife,2040.0,0.0,0.0,0.18627450980392157,0.058823529411764705,0.00980392156862745,0.7450980392156863
2006,lumberjack,67837.0,0.0019753232012028835,0.009817651134336719,0.7115143653168625,0.13974674587614427,0.007178973126759733,0.1297669413446939
2011,sales,8541534.0,0.017610302786361325,0.0036430224360167623,0.7257593308180943,0.1204596270412317,0.04362588734061118,0.08890182957768476
2005,typesetter,68938.0,0.007339928631523978,0.0029736865009138648,0.733049986944791,0.10943166323363022,0.05542661521947257,0.09177811946966839
1950,artist,83250.0,0.0009969969969969969,0.0,0.9571651651651651,0.01521921921921922,0.004096096096096096,0.02252252252252252
2001,cook,4169103.0,0.018623910227211944,0.00754790658805983,0.5635192989954914,0.1970651720525974,0.05079653824815554,0.16244717388848393
1930,clergy,181951.52000000066,0.0,0.0010956215150057516,0.8488733702252121,0.007318432954008822,0.003992876783881758,0.13871969852189142
1850,welder,104.03,0.0,0.0,1.0,0.0,0.0,0.0
2009,jeweler,120372.0,0.01281859568670455,0.025105506263915195,0.6709866081813046,0.16241318579071545,0.0787226265244409,0.04995347755291928
1950,statistician,24374.0,0.0,0.0,0.9595060310166571,0.005620743415114466,0.004513005661770739,0.0303602199064577
2000,bailiff,11802.0,0.021182850364345026,0.030503304524656837,0.7433485849855956,0.07244534824605998,0.022538552787663108,0.10998135909167937
2000,compositor,99786.0,0.014641332451446094,0.0055117952418174895,0.7784458741707253,0.0897119836450003,0.025835287515282704,0.08585372697572806
1850,tailor,55955.97999999997,0.0,0.0,0.9945705534958016,0.001985310595936307,0.0,0.003444135908262175
2005,doctor,860598.0,0.014356296435734222,0.0025610099024166917,0.7069316916841545,0.05249140713782742,0.17648890655102614,0.047170688288841016
1850,typesetter,16125.669999999993,0.0,0.0,1.0,0.0,0.0,0.0
1870,fireperson,5395.1900000000005,0.0,0.0,0.8699100495070609,0.0,0.0,0.1300899504929391
2012,instructor,1711168.0,0.020495357556943563,0.0023241435089950257,0.7362532492426226,0.06136393387440625,0.11782829038411191,0.06173502543292067
2010,conductor,49768.0,0.011071371162192574,0.005023308149815142,0.7768847452178106,0.040769168943899696,0.004440604404436586,0.16181080212184537
1950,nurse,639626.0,0.0,0.0021496937272718745,0.9398195195317264,0.007265183091369019,0.00038928999133868857,0.050376313658294064
1900,conductor,82475.06999999983,0.0,0.0,0.9956818466477203,0.0019271277975271839,0.0,0.0023910255547524894
1910,guard,94578.0,0.0,0.0,0.9607519719173592,0.002114656685487111,0.0010573283427435555,0.03607604305441012
2007,lawyer,1128029.0,0.008345530123782278,0.0021657244627576065,0.8704386146100854,0.04473555201151744,0.029629557396130775,0.044685021395726526
2012,physician,942155.0,0.02107933407984886,0.001662146886658777,0.6795782010391072,0.06384936661165094,0.18450785698743838,0.04932309439529589
2013,conductor,57599.0,0.030104689317522873,0.002621573291202972,0.733866907411587,0.07621660098265595,0.011007135540547578,0.14618309345648361
2010,soldier,1135782.0,0.027264034823584103,0.008687406562174784,0.667997027598606,0.12631913518615367,0.03552618372187621,0.13420621210760517
1990,technician,2725160.0,0.0006906016527469947,0.005382803211554551,0.7922444920665208,0.058975619780123,0.05413406919226761,0.08857241409678698
2013,doctor,968766.0,0.01936587369911826,0.0010115961955725118,0.6616035244837246,0.06404332934888302,0.20094842304540003,0.053027253227301535
2011,housekeeper,146091.0,0.0157093866151919,0.0067834431963639105,0.6339747143903457,0.09022458604568385,0.06915552635001472,0.1841523434023999
1870,welder,289.9,0.0,0.0,1.0,0.0,0.0,0.0
2003,bartender,446086.0,0.02135014324592119,0.008547679147070296,0.8395287007438028,0.07436682612769735,0.032316638495716074,0.023890012239792327
1870,auctioneer,1830.2700000000004,0.0,0.0,1.0,0.0,0.0,0.0
1950,mathematician,2309.0,0.0,0.0,0.9857080987440451,0.0,0.0,0.01429190125595496
2001,librarian,2419653.0,0.009855132120184176,0.004393605198761971,0.7954458759169186,0.06914751825984966,0.04029420747520409,0.08086366102908145
1980,bookbinder,38240.0,0.0015690376569037657,0.0036610878661087866,0.8148535564853556,0.07374476987447699,0.00993723849372385,0.09623430962343096
2003,laborer,6930522.0,0.01249285407361812,0.008878696294449394,0.5761541482733913,0.26023249042424224,0.01795781039292567,0.12428400054137337
1950,stereotyper,20775.0,0.0,0.0022623345367027677,0.9440673886883273,0.022815884476534296,0.0,0.03085439229843562
1960,tradesperson,4093400.0,0.0006840279474275663,0.0013827136365857234,0.9171837592221626,0.024947476425465385,0.0037328382273904333,0.052069184540968386
1860,clergy,38892.810000000005,0.0,0.0,0.9883924560863564,0.003937488702924781,0.0,0.007670055210718896
2001,instructor,1266752.0,0.012550207143939777,0.004398651038245845,0.7938925693426969,0.03979547693629061,0.08553055373111706,0.0638325418077098
2004,typesetter,68913.0,0.01761641489994631,0.007037859329879703,0.7408906882591093,0.13238431065256193,0.018530611060322437,0.08354011579818031
2003,veterinarian,66714.0,0.011316964954882033,0.0041520520430494345,0.9014149953532992,0.017957250352249904,0.03921215936684954,0.025946577929669933
1850,engineer,11237.489999999993,0.0,0.0,0.9926424851101091,0.0,0.0,0.007357514889890898
1900,therapist,3227.790000000001,0.0,0.0,0.9575003330452105,0.0,0.0,0.04249966695478949
1960,doorkeeper,368420.0,0.0011400032571521634,0.0014114326040931546,0.9346398132566093,0.013842896693990555,0.002551435861245318,0.046414418326909505
2008,tradesperson,6559046.0,0.012174331450030995,0.00734405582763103,0.6835594688617826,0.1958966288695033,0.02327304915989307,0.07775246583115898
1990,porter,45724.0,0.00043740705100166216,0.0033461639401627156,0.552095179774298,0.1236331029656198,0.05793456390517015,0.2625535823637477
1990,chemist,157320.0,0.001188660055936944,0.001970505975082634,0.8120455123315535,0.03166158148995678,0.09624332570556828,0.056890414441901856
2002,teacher,6159527.0,0.011462568473196075,0.004371764260470001,0.8036058612942195,0.06459440797970363,0.020308864625481794,0.09565653336692899
1920,attendant,62909.29999999999,0.0,0.0,0.8837092448970184,0.008134727297871699,0.006462637479673118,0.1016933903254368
2007,chemist,103566.0,0.014454550721279184,0.0016028426317517331,0.7257401077573721,0.04810459030956105,0.15541780120889095,0.05468010737114497
